Link,Item,Colours,Price
https://www.underarmour.com.sg/en-sg/p/men-accessories-socks/unisex_ua_essential_6-pack_no_show_socks/1370542.html?dwvar_1370542_color=001&start=96&breadCrumbLast=Now%20Trending,Unisex UA Essential 6-Pack No Show Socks,6,29.0
https://www.underarmour.com.sg/en-sg/p/men-accessories-bags/ua_contain_shoe_bag/1364191.html?dwvar_1364191_color=002&start=108&breadCrumbLast=Now%20Trending,UA Contain Shoe Bag,3,35.0
https://www.underarmour.com.sg/en-sg/p/men-footwear/unisex_ua_alpha_slides/3025051.html?dwvar_3025051_color=001&start=108&breadCrumbLast=Now%20Trending,Unisex UA Alpha Slides,3,79.0
https://www.underarmour.com.sg/en-sg/p/men-accessories-headwear/mens_ua_golf96_visor/1361548.html?dwvar_1361548_color=001&start=108&breadCrumbLast=Now%20Trending,Men's UA Golf96 Visor,2,29.0
https://www.underarmour.com.sg/en-sg/p/men-clothing-bottoms/mens_ua_knit_woven_hybrid_shorts/1366167.html?dwvar_1366167_color=001&start=108&breadCrumbLast=Now%20Trending,Men's UA Knit Woven Hybrid Shorts,1,89.0
https://www.underarmour.com.sg/en-sg/p/men-footwear/mens_ua_charged_engage_training_shoes/3022616.html?dwvar_3022616_color=402&start=108&breadCrumbLast=Now%20Trending,Men's UA Charged Engage Training Shoes,1,99.0
https://www.underarmour.com.sg/en-sg/p/men-accessories-bags/ua_loudon_ripstop_crossbody/1364193.html?dwvar_1364193_color=001&start=108&breadCrumbLast=Now%20Trending,UA Loudon Ripstop Crossbody,3,45.0
https://www.underarmour.com.sg/en-sg/p/men-clothing-tops/mens_ua_team_issue_graphic_t-shirt/1370952.html?dwvar_1370952_color=001&start=108&breadCrumbLast=Now%20Trending,Men's UA Team Issue Graphic T-Shirt,2,25.0
https://www.underarmour.com.sg/en-sg/p/accessories-sport-gloves/mens_ua_training_gloves/1369826.html?dwvar_1369826_color=001&start=108&breadCrumbLast=Now%20Trending,Men's UA Training Gloves,3,39.0
https://www.underarmour.com.sg/en-sg/p/men-clothing-bottoms/mens_ua_golazo_3.0_shorts/1369058.html?dwvar_1369058_color=410&start=108&breadCrumbLast=Now%20Trending,Men's UA Golazo 3.0 Shorts,2,23.0
https://www.underarmour.com.sg/en-sg/p/men-clothing-bottoms/mens_curry_golf_2-in-1_shorts/1370154.html?dwvar_1370154_color=010&start=108&breadCrumbLast=Now%20Trending,Men's Curry Golf 2-in-1 Shorts,1,129.0
https://www.underarmour.com.sg/en-sg/p/men-footwear/mens_ua_mojo_2_sportstyle_shoes/3024134.html?dwvar_3024134_color=001&start=108&breadCrumbLast=Now%20Trending,Men's UA Mojo 2 Sportstyle Shoes,4,79.0
https://www.underarmour.com.sg/en-sg/p/men-clothing-tops/mens_ua_tech_2.0_boxed_logo_short_sleeve/1370536.html?dwvar_1370536_color=014&start=108&breadCrumbLast=Now%20Trending,Men's UA Tech™ 2.0 Boxed Logo Short Sleeve,2,35.0
https://www.underarmour.com.sg/en-sg/p/men-clothing-tops/mens_ua_fast_left_chest_3.0_short_sleeve/1370518.html?dwvar_1370518_color=001&start=120&breadCrumbLast=Now%20Trending,Men's UA Fast Left Chest 3.0 Short Sleeve,4,29.0
https://www.underarmour.com.sg/en-sg/p/men-accessories-bags/ua_hustle_sport_backpack/1364181.html?dwvar_1364181_color=001&start=120&breadCrumbLast=Now%20Trending,UA Hustle Sport Backpack,5,59.0
https://www.underarmour.com.sg/en-sg/p/men-footwear/unisex_ua_hovr_phantom_2_intelliknit_slip_running_shoes/3024917.html?dwvar_3024917_color=001&start=120&breadCrumbLast=Now%20Trending,Unisex UA HOVR™ Phantom 2 IntelliKnit Slip Running Shoes,1,229.0
https://www.underarmour.com.sg/en-sg/p/men-accessories-socks/unisex_project_rock_playmaker_ultra_low_tab_socks/1370077.html?dwvar_1370077_color=001&start=120&breadCrumbLast=Now%20Trending,Unisex Project Rock Playmaker Ultra Low Tab Socks,1,23.0
https://www.underarmour.com.sg/en-sg/p/men-accessories-bags/ua_gametime_duffle_bag/1369218.html?dwvar_1369218_color=001&start=120&breadCrumbLast=Now%20Trending,UA Gametime Duffle Bag,3,79.0
https://www.underarmour.com.sg/en-sg/p/men-clothing-tops/mens_heatgear_armour_long_sleeve/1361524.html?dwvar_1361524_color=001&start=120&breadCrumbLast=Now%20Trending,Men's HeatGear® Armour Long Sleeve,4,49.0
https://www.underarmour.com.sg/en-sg/p/men-clothing-tops/mens_curry_comic_book_short_sleeve/1372839.html?dwvar_1372839_color=001&start=120&breadCrumbLast=Now%20Trending,Men's Curry Comic Book Short Sleeve,1,49.0
https://www.underarmour.com.sg/en-sg/p/men-clothing-tops/mens_ua_boxed_sportstyle_short_sleeve_t-shirt/1329581.html?dwvar_1329581_color=600&start=120&breadCrumbLast=Now%20Trending,Men's UA Boxed Sportstyle Short Sleeve T-Shirt,4,39.0
https://www.underarmour.com.sg/en-sg/p/men-clothing-bottoms/mens_ua_launch_run_2-in-1_shorts/1361497.html?dwvar_1361497_color=001&start=120&breadCrumbLast=Now%20Trending,Men's UA Launch Run 2-in-1 Shorts,4,65.0
https://www.underarmour.com.sg/en-sg/p/men-clothing-underwear/mens_ua_tech_6_boxerjock_%E2%80%93_2-pack/1363619.html?dwvar_1363619_color=001&start=120&breadCrumbLast=Now%20Trending,"Men's UA Tech™ 6"" Boxerjock® – 2-Pack",5,59.0
https://www.underarmour.com.sg/en-sg/p/men-clothing-bottoms/mens_ua_sportstyle_joggers/1290261.html?dwvar_1290261_color=001&start=120&breadCrumbLast=Now%20Trending,Men's UA Sportstyle Joggers,2,89.0
https://www.underarmour.com.sg/en-sg/p/men-clothing-tops/mens_ua_baseline_printed_tank/1370239.html?dwvar_1370239_color=001&start=120&breadCrumbLast=Now%20Trending,Men's UA Baseline Printed Tank,4,39.0
https://www.underarmour.com.sg/en-sg/p/men-clothing-tops/mens_ua_rival_fleece_full_zip_hoodie/1357111.html?dwvar_1357111_color=001&start=132&breadCrumbLast=Now%20Trending,Men's UA Rival Fleece Full Zip Hoodie,3,79.0
https://www.underarmour.com.sg/en-sg/p/men-accessories-headwear/mens_ua_storm_blitzing_adjustable_cap/1369781.html?dwvar_1369781_color=001&start=132&breadCrumbLast=Now%20Trending,Men's UA Storm Blitzing Adjustable Cap,4,35.0
https://www.underarmour.com.sg/en-sg/p/men-clothing-tops/mens_heatgear_armour_short_sleeve/1361518.html?dwvar_1361518_color=600&start=132&breadCrumbLast=Now%20Trending,Men's HeatGear® Armour Short Sleeve,7,39.0
https://www.underarmour.com.sg/en-sg/p/men-clothing-bottoms/mens_heatgear_pocket_long_shorts/1361602.html?dwvar_1361602_color=090&start=132&breadCrumbLast=Now%20Trending,Men's HeatGear® Pocket Long Shorts,1,39.0
https://www.underarmour.com.sg/en-sg/p/men-footwear/mens_project_rock_4_mana_training_shoes/3025940.html?dwvar_3025940_color=304&start=132&breadCrumbLast=Now%20Trending,Men's Project Rock 4 Mana Training Shoes,1,219.0
https://www.underarmour.com.sg/en-sg/p/men-clothing-tops/mens_curry_three_easy_short_sleeve/1372847.html?dwvar_1372847_color=001&start=132&breadCrumbLast=Now%20Trending,Men's Curry Three Easy Short Sleeve,1,49.0
https://www.underarmour.com.sg/en-sg/p/men-accessories-bags/unisex_ua_contain_travel_kit/1361993.html?dwvar_1361993_color=001&start=132&breadCrumbLast=Now%20Trending,Unisex UA Contain Travel Kit,3,35.0
https://www.underarmour.com.sg/en-sg/p/men-accessories-socks/unisex_ua_core_quarter_3-pack_socks/1358344.html?dwvar_1358344_color=001&start=132&breadCrumbLast=Now%20Trending,Unisex UA Core Quarter 3-Pack Socks,2,19.0
https://www.underarmour.com.sg/en-sg/p/men-footwear/mens_ua_hovr_phantom_2_intelliknit_running_shoes/3024154.html?dwvar_3024154_color=606&start=132&breadCrumbLast=Now%20Trending,Men's UA HOVR™ Phantom 2 IntelliKnit Running Shoes,1,229.0
https://www.underarmour.com.sg/en-sg/p/men-clothing-bottoms/mens_ua_training_stretch_shorts/1356858.html?dwvar_1356858_color=600&start=132&breadCrumbLast=Now%20Trending,Men's UA Training Stretch Shorts,4,59.0
https://www.underarmour.com.sg/en-sg/p/men-accessories-headwear/mens_curry_iso-chill_golf_adjustable_cap/1369803.html?dwvar_1369803_color=002&start=132&breadCrumbLast=Now%20Trending,Men's Curry Iso-Chill Golf Adjustable Cap,1,49.0
https://www.underarmour.com.sg/en-sg/p/men-accessories-bags/unisex_ua_contain_duo_small_duffle/1361225.html?dwvar_1361225_color=001&start=132&breadCrumbLast=Now%20Trending,Unisex UA Contain Duo Small Duffle,3,89.0
https://www.underarmour.com.sg/en-sg/p/men-clothing-tops/mens_ua_performance_stripe_polo/1361823.html?dwvar_1361823_color=001&start=144&breadCrumbLast=Now%20Trending,Men's UA Performance Stripe Polo,5,89.0
https://www.underarmour.com.sg/en-sg/p/men-clothing-bottoms/mens_ua_stretch_woven_shorts/1351667.html?dwvar_1351667_color=001&start=144&breadCrumbLast=Now%20Trending,Men's UA Stretch Woven Shorts,5,89.0
https://www.underarmour.com.sg/en-sg/p/men-accessories-bags/unisex_ua_flex_sling_bag/1363569.html?dwvar_1363569_color=001&start=144&breadCrumbLast=Now%20Trending,Unisex UA Flex Sling Bag,2,49.0
https://www.underarmour.com.sg/en-sg/p/men-accessories-bags/ua_loudon_crossbody/1364192.html?dwvar_1364192_color=001&start=144&breadCrumbLast=Now%20Trending,UA Loudon Crossbody,5,35.0
https://www.underarmour.com.sg/en-sg/p/men-clothing-tops/mens_ua_streaker_jacquard_t-shirt/1369747.html?dwvar_1369747_color=001&start=144&breadCrumbLast=Now%20Trending,Men's UA Streaker Jacquard T-Shirt,3,55.0
https://www.underarmour.com.sg/en-sg/p/men-accessories-socks/unisex_ua_playmaker_crew_socks/1356615.html?dwvar_1356615_color=001&start=144&breadCrumbLast=Now%20Trending,Unisex UA Playmaker Crew Socks,2,25.0
https://www.underarmour.com.sg/en-sg/p/men-clothing-tops/mens_ua_baseline_replica_tank/1370238.html?dwvar_1370238_color=001&start=144&breadCrumbLast=Now%20Trending,Men's UA Baseline Replica Tank,4,39.0
https://www.underarmour.com.sg/en-sg/p/men-accessories-headwear/mens_ua_iso-chill_driver_mesh_adjustable_cap/1369805.html?dwvar_1369805_color=001&start=144&breadCrumbLast=Now%20Trending,Men's UA Iso-Chill Driver Mesh Adjustable Cap,4,39.0
https://www.underarmour.com.sg/en-sg/p/men-footwear/mens_ua_charged_pursuit_3_running_shoes/3024878.html?dwvar_3024878_color=001&start=144&breadCrumbLast=Now%20Trending,Men's UA Charged Pursuit 3 Running Shoes,7,79.0
https://www.underarmour.com.sg/en-sg/p/men-clothing-bottoms/mens_ua_heatgear_armourprint_leggings/1370413.html?dwvar_1370413_color=014&start=144&breadCrumbLast=Now%20Trending,Men's UA HeatGear® ArmourPrint Leggings,2,69.0
https://www.underarmour.com.sg/en-sg/p/men-accessories-socks/unisex_ua_core_no_show_3-pack_socks/1363241.html?dwvar_1363241_color=001&start=144&breadCrumbLast=Now%20Trending,Unisex UA Core No Show 3-Pack Socks,2,19.0
https://www.underarmour.com.sg/en-sg/p/men-clothing-bottoms/mens_ua_armourprint_woven_shorts/1370416.html?dwvar_1370416_color=014&start=144&breadCrumbLast=Now%20Trending,Men's UA ArmourPrint Woven Shorts,2,79.0
https://www.underarmour.com.sg/en-sg/p/men-clothing-bottoms/mens_ua_iso-chill_airvent_shorts/1370084.html?dwvar_1370084_color=001&start=156&breadCrumbLast=Now%20Trending,Men's UA Iso-Chill Airvent Shorts,7,119.0
https://www.underarmour.com.sg/en-sg/p/men-accessories-socks/unisex_ua_rush_quarter_socks/1365879.html?dwvar_1365879_color=001&start=156&breadCrumbLast=Now%20Trending,Unisex UA RUSH™ Quarter Socks,1,29.0
https://www.underarmour.com.sg/en-sg/p/men-accessories-headwear/mens_ua_blitzing_3.0_cap/1305036.html?dwvar_1305036_color=600&start=156&breadCrumbLast=Now%20Trending,Men's UA Blitzing 3.0 Cap,6,35.0
https://www.underarmour.com.sg/en-sg/p/men-clothing-tops/mens_ua_seamless_short_sleeve/1361131.html?dwvar_1361131_color=001&start=156&breadCrumbLast=Now%20Trending,Men's UA Seamless Short Sleeve,5,59.0
https://www.underarmour.com.sg/en-sg/p/men-clothing-bottoms/mens_curry_splash_shorts/1370226.html?dwvar_1370226_color=001&start=156&breadCrumbLast=Now%20Trending,Men's Curry Splash Shorts,2,69.0
https://www.underarmour.com.sg/en-sg/p/men-clothing-bottoms/mens_ua_rival_terry_shorts/1361631.html?dwvar_1361631_color=001&start=156&breadCrumbLast=Now%20Trending,Men's UA Rival Terry Shorts,4,59.0
https://www.underarmour.com.sg/en-sg/p/men-clothing-bottoms/mens_ua_vanish_woven_shorts/1370382.html?dwvar_1370382_color=001&start=156&breadCrumbLast=Now%20Trending,Men's UA Vanish Woven Shorts,7,69.0
https://www.underarmour.com.sg/en-sg/p/men-clothing-tops/mens_ua_big_logo_short_sleeve_t-shirt/1329583.html?dwvar_1329583_color=001&start=156&breadCrumbLast=Now%20Trending,Men's UA Big Logo Short Sleeve T-Shirt,6,29.0
https://www.underarmour.com.sg/en-sg/p/men-accessories-headwear/mens_ua_blitzing_blank_cap/1325823.html?dwvar_1325823_color=001&start=156&breadCrumbLast=Now%20Trending,Men's UA Blitzing Blank Cap,2,25.0
https://www.underarmour.com.sg/en-sg/p/men-accessories-headwear/mens_ua_iso-chill_armourvent_adjustable_hat/1361528.html?dwvar_1361528_color=001&start=156&breadCrumbLast=Now%20Trending,Men's UA Iso-Chill ArmourVent™ Adjustable Hat,4,39.0
https://www.underarmour.com.sg/en-sg/p/men-clothing-tops/mens_ua_unstoppable_jacket/1370494.html?dwvar_1370494_color=001&start=156&breadCrumbLast=Now%20Trending,Men's UA Unstoppable Jacket,1,149.0
https://www.underarmour.com.sg/en-sg/p/men-clothing-tops/mens_ua_sportstyle_left_chest_long_sleeve/1329585.html?dwvar_1329585_color=001&start=156&breadCrumbLast=Now%20Trending,Men's UA Sportstyle Left Chest Long Sleeve,1,39.0
https://www.underarmour.com.sg/en-sg/p/men-clothing-tops/mens_heatgear_armour_sleeveless/1361522.html?dwvar_1361522_color=001&start=168&breadCrumbLast=Now%20Trending,Men's HeatGear® Armour Sleeveless,3,39.0
https://www.underarmour.com.sg/en-sg/p/men-clothing-underwear/mens_ua_tech_3_boxerjock_%E2%80%93_2-pack/1363618.html?dwvar_1363618_color=001&start=168&breadCrumbLast=Now%20Trending,"Men's UA Tech™ 3"" Boxerjock® – 2-Pack",2,59.0
https://www.underarmour.com.sg/en-sg/p/men-footwear/mens_ua_fat_tire_t_sandals/3023750.html?dwvar_3023750_color=002&start=168&breadCrumbLast=Now%20Trending,Men's UA Fat Tire T Sandals,2,89.0
https://www.underarmour.com.sg/en-sg/p/men-clothing-tops/mens_tactical_ua_tech_long_sleeve_t-shirt/1248196.html?dwvar_1248196_color=499&start=168&breadCrumbLast=Now%20Trending,Men's Tactical UA Tech™ Long Sleeve T-Shirt,1,49.0
https://www.underarmour.com.sg/en-sg/p/men-clothing-tops/mens_ua_seamless_radial_short_sleeve/1370448.html?dwvar_1370448_color=001&start=168&breadCrumbLast=Now%20Trending,Men's UA Seamless Radial Short Sleeve,5,59.0
https://www.underarmour.com.sg/en-sg/p/ess/ua_sideline_squeeze_32_oz._water_bottle/1364835.html?dwvar_1364835_color=001&start=168&breadCrumbLast=Now%20Trending,UA Sideline Squeeze 32 oz. Water Bottle,3,15.0
https://www.underarmour.com.sg/en-sg/p/men-accessories-socks/unisex_ua_essential_low_cut_socks_3-pack/1365745.html?dwvar_1365745_color=001&start=168&breadCrumbLast=Now%20Trending,Unisex UA Essential Low Cut Socks 3-Pack,2,23.0
https://www.underarmour.com.sg/en-sg/p/men-clothing-bottoms/mens_ua_knit_performance_training_shorts/1351641.html?dwvar_1351641_color=001&start=168&breadCrumbLast=Now%20Trending,Men's UA Knit Performance Training Shorts,4,59.0
https://www.underarmour.com.sg/en-sg/p/men-clothing-bottoms/mens_ua_enduro_cargo_pants/1316927.html?dwvar_1316927_color=001&start=168&breadCrumbLast=Now%20Trending,Men's UA Enduro Cargo Pants,3,129.0
https://www.underarmour.com.sg/en-sg/p/accessories-sport-gloves/mens_ua_weightlifting_gloves/1369830.html?dwvar_1369830_color=001&start=168&breadCrumbLast=Now%20Trending,Men's UA Weightlifting Gloves,1,59.0
https://www.underarmour.com.sg/en-sg/p/men-clothing-bottoms/mens_heatgear_armour_compression_shorts/1361596.html?dwvar_1361596_color=001&start=168&breadCrumbLast=Now%20Trending,Men's HeatGear® Armour Compression Shorts,3,39.0
https://www.underarmour.com.sg/en-sg/p/accessories-sport-gloves/mens_ua_spieth_tour_glove/1363656.html?dwvar_1363656_color=100&start=168&breadCrumbLast=Now%20Trending,Men's UA Spieth Tour Glove,1,45.0
https://www.underarmour.com.sg/en-sg/p/men-clothing-bottoms/mens_ua_iso-chill_run_2-in-1_shorts/1364858.html?dwvar_1364858_color=010&start=180&breadCrumbLast=Now%20Trending,Men's UA Iso-Chill Run 2-in-1 Shorts,3,69.0
https://www.underarmour.com.sg/en-sg/p/men-clothing-tops/mens_project_rock_hardest_worker_tank/1370481.html?dwvar_1370481_color=001&start=180&breadCrumbLast=Now%20Trending,Men's Project Rock Hardest Worker Tank,1,59.0
https://www.underarmour.com.sg/en-sg/p/collections-ua-cny/ua_playmaker_jug_64_oz._water_bottle/1364828.html?dwvar_1364828_color=600&start=180&breadCrumbLast=Now%20Trending,UA Playmaker Jug 64 oz. Water Bottle,2,49.0
https://www.underarmour.com.sg/en-sg/p/men-footwear/mens_ua_hovr_drive_2_wide_e_golf_shoes/3025078.html?dwvar_3025078_color=001&start=180&breadCrumbLast=Now%20Trending,Men's UA HOVR™ Drive 2 Wide (E) Golf Shoes,2,279.0
https://www.underarmour.com.sg/en-sg/p/men-accessories-headwear/mens_ua_blitzing_adjustable_hat/1361532.html?dwvar_1361532_color=601&start=180&breadCrumbLast=Now%20Trending,Men's UA Blitzing Adjustable Hat,5,29.0
https://www.underarmour.com.sg/en-sg/p/men-accessories-bags/ua_loudon_xs_duffle_bag/1360461.html?dwvar_1360461_color=001&start=180&breadCrumbLast=Now%20Trending,UA Loudon XS Duffle Bag,2,39.0
https://www.underarmour.com.sg/en-sg/p/men-clothing-bottoms/mens_ua_tech_pants/1350053.html?dwvar_1350053_color=001&start=180&breadCrumbLast=Now%20Trending,Men's UA Tech™ Pants,2,99.0
https://www.underarmour.com.sg/en-sg/p/men-clothing-bottoms/mens_ua_unstoppable_joggers/1352027.html?dwvar_1352027_color=001&start=180&breadCrumbLast=Now%20Trending,Men's UA Unstoppable Joggers,2,129.0
https://www.underarmour.com.sg/en-sg/p/men-footwear/unisex_ua_ansa_elevate_slides/3025044.html?dwvar_3025044_color=001&start=180&breadCrumbLast=Now%20Trending,Unisex UA Ansa Elevate Slides,3,49.0
https://www.underarmour.com.sg/en-sg/p/men-clothing-bottoms/mens_ua_storm_run_pants/1365622.html?dwvar_1365622_color=001&start=180&breadCrumbLast=Now%20Trending,Men's UA Storm Run Pants,1,109.0
https://www.underarmour.com.sg/en-sg/p/men-accessories-bags/ua_flex_speedpocket_run_belt/1369219.html?dwvar_1369219_color=001&start=180&breadCrumbLast=Now%20Trending,UA Flex Speedpocket Run Belt,1,39.0
https://www.underarmour.com.sg/en-sg/p/men-footwear/mens_ua_charged_rogue_3_running_shoes/3024877.html?dwvar_3024877_color=002&start=180&breadCrumbLast=Now%20Trending,Men's UA Charged Rogue 3 Running Shoes,5,99.0
https://www.underarmour.com.sg/en-sg/p/men-footwear/mens_ua_hovr_sonic_5_running_shoes/3024898.html?dwvar_3024898_color=001&start=192&breadCrumbLast=Now%20Trending,Men's UA HOVR™ Sonic 5 Running Shoes,5,179.0
https://www.underarmour.com.sg/en-sg/p/men-clothing-tops/mens_ua_iso-chill_run_laser_short_sleeve/1372293.html?dwvar_1372293_color=001&start=192&breadCrumbLast=Now%20Trending,Men's UA Iso-Chill Run Laser Short Sleeve,1,79.0
https://www.underarmour.com.sg/en-sg/p/men-accessories-socks/unisex_ua_core_ultra_lo_3-pack_socks/1358342.html?dwvar_1358342_color=001&start=192&breadCrumbLast=Now%20Trending,Unisex UA Core Ultra Lo 3-Pack Socks,2,19.0
https://www.underarmour.com.sg/en-sg/p/men-clothing-outerwear/mens_ua_legacy_windbreaker_jacket/1345405.html?dwvar_1345405_color=001&start=192&breadCrumbLast=Now%20Trending,Men's UA Legacy Windbreaker Jacket,2,159.0
https://www.underarmour.com.sg/en-sg/p/men-accessories-socks/unisex_heatgear_quarter_socks_3-pack/1353262.html?dwvar_1353262_color=035&start=192&breadCrumbLast=Now%20Trending,Unisex HeatGear® Quarter Socks 3-Pack,2,23.0
https://www.underarmour.com.sg/en-sg/p/men-accessories-socks/adult_heatgear_no_show_socks_3-pack/1346755.html?dwvar_1346755_color=001&start=192&breadCrumbLast=Now%20Trending,Adult HeatGear® No Show Socks 3-Pack,6,23.0
https://www.underarmour.com.sg/en-sg/p/men-clothing-bottoms/mens_ua_drive_tapered_shorts/1370086.html?dwvar_1370086_color=001&start=192&breadCrumbLast=Now%20Trending,Men's UA Drive Tapered Shorts,9,99.0
https://www.underarmour.com.sg/en-sg/p/men-accessories-headwear/mens_ua_storm_driver_cap/1369807.html?dwvar_1369807_color=001&start=192&breadCrumbLast=Now%20Trending,Men's UA Storm Driver Cap,3,35.0
https://www.underarmour.com.sg/en-sg/p/men-footwear/mens_ua_hovr_mega_2_clone_running_shoes/3024479.html?dwvar_3024479_color=003&start=192&breadCrumbLast=Now%20Trending,Men's UA HOVR™ Mega 2 Clone Running Shoes,2,219.0
https://www.underarmour.com.sg/en-sg/p/men-footwear/mens_ua_charged_verssert_speckle_running_shoes/3025750.html?dwvar_3025750_color=600&start=192&breadCrumbLast=Now%20Trending,Men's UA Charged Verssert Speckle Running Shoes,1,99.0
https://www.underarmour.com.sg/en-sg/p/men-clothing-tops/mens_ua_abc_camo_short_sleeve/1357727.html?dwvar_1357727_color=001&start=192&breadCrumbLast=Now%20Trending,Men's UA ABC Camo Short Sleeve,3,39.0
https://www.underarmour.com.sg/en-sg/p/men-clothing-tops/mens_ua_armourprint_long_sleeve/1370414.html?dwvar_1370414_color=001&start=192&breadCrumbLast=Now%20Trending,Men's UA ArmourPrint Long Sleeve,3,69.0
https://www.underarmour.com.sg/en-sg/p/men-footwear/unisex_curry_flow_go_running_shoes/3025936.html?dwvar_3025936_color=103&start=204&breadCrumbLast=Now%20Trending,Unisex Curry Flow Go Running Shoes,1,229.0
https://www.underarmour.com.sg/en-sg/p/men-clothing-bottoms/mens_ua_rush_smartform_leggings/1370315.html?dwvar_1370315_color=001&start=204&breadCrumbLast=Now%20Trending,Men's UA RUSH™ SmartForm Leggings,1,119.0
https://www.underarmour.com.sg/en-sg/p/ess/mens_ua_3_performance_wristband_-_2-pack/1276991.html?dwvar_1276991_color=001&start=204&breadCrumbLast=Now%20Trending,"Men's UA 3"" Performance Wristband - 2-Pack",4,12.0
https://www.underarmour.com.sg/en-sg/p/men-clothing-bottoms/mens_ua_destroy_all_miles_shorts/1370334.html?dwvar_1370334_color=001&start=204&breadCrumbLast=Now%20Trending,Men's UA Destroy All Miles Shorts,2,59.0
https://www.underarmour.com.sg/en-sg/p/men-clothing-tops/mens_ua_rush_seamless_short_sleeve/1361130.html?dwvar_1361130_color=001&start=204&breadCrumbLast=Now%20Trending,Men's UA RUSH™ Seamless Short Sleeve,2,79.0
https://www.underarmour.com.sg/en-sg/p/men-clothing-bottoms/mens_ua_speed_stride_2.0_shorts/1369745.html?dwvar_1369745_color=001&start=204&breadCrumbLast=Now%20Trending,Men's UA Speed Stride 2.0 Shorts,2,39.0
https://www.underarmour.com.sg/en-sg/p/men-footwear/mens_ua_hovr_infinite_3_running_shoes/3023540.html?dwvar_3023540_color=002&start=204&breadCrumbLast=Now%20Trending,Men's UA HOVR™ Infinite 3 Running Shoes,4,199.0
https://www.underarmour.com.sg/en-sg/p/men-clothing-bottoms/mens_ua_tech_wordmark_shorts/1370400.html?dwvar_1370400_color=001&start=204&breadCrumbLast=Now%20Trending,Men's UA Tech™ Wordmark Shorts,3,39.0
https://www.underarmour.com.sg/en-sg/p/men-accessories-headwear/mens_ua_iso-chill_armourvent_trucker_hat/1369782.html?dwvar_1369782_color=001&start=204&breadCrumbLast=Now%20Trending,Men's UA Iso-Chill Armourvent™ Trucker Hat,2,39.0
